,Age,Gender,Experience,Question,Option,Count
149,18-22 years old,Man,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Allocate specific time for research and innovation,1
150,18-22 years old,Man,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",1
151,18-22 years old,Man,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Ignore the AI’s suggestion and keep the employee,1
152,18-22 years old,Man,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Seek assistance from a colleague who knows the language.,1
153,18-22 years old,Man,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Release a limited beta version to a select group of users for further testing while addressing the bug.,1
154,18-22 years old,Man,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Prioritize the bug based on its severity and impact, and if it's critical, reallocate resources to fix it immediately, even if this means pushing back the delivery date",1
155,18-22 years old,Man,What is you preferred development environment?,What is you preferred development environment?,Windows,8
156,18-22 years old,Man,What is you preferred development environment?,What is you preferred development environment?,macOS,1
157,18-22 years old,Man, How do you learn to code?, How do you learn to code?,Online Courses or Certification,9
158,18-22 years old,Man,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Work-life balance,3
159,18-22 years old,Man,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Time management,3
160,18-22 years old,Man,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Understanding existing codebases,2
161,18-22 years old,Man,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Keeping up with new technologies,1
162,18-22 years old,Man,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The development team's familiarity with the language,2
163,18-22 years old,Man,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The specific requirements of the project,4
164,18-22 years old,Man,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The language's performance and scalability,2
165,18-22 years old,Man,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The language's community support and ecosystem,1
166,18-22 years old,Man,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Schedule regular meetings for updates and coordination, but keep them concise to avoid taking too much time away from work.",5
167,18-22 years old,Man,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Use project management tools to assign tasks and track progress, ensuring everyone is aware of deadlines.",3
168,18-22 years old,Man,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,Implement a combination of written documentation for clarity and regular check-ins for personal engagement and immediate feedback.,1
169,18-22 years old,Man,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies.",6
170,18-22 years old,Man,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,Participate in online courses and certification programs to acquire new skills and knowledge.,2
171,18-22 years old,Man,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,Engage in open-source projects and coding communities to get hands-on experience with cutting-edge technologies.,1
172,18-22 years old,Man,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Allocate specific time for research and innovation,5
173,18-22 years old,Man,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Adjust project scopes to include innovation,3
174,18-22 years old,Man,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Focus solely on meeting deadlines,1
175,18-22 years old,Man,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms.",3
176,18-22 years old,Man,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",1
177,18-22 years old,Man,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Improving healthcare through technology, such as telemedicine platforms and health tracking apps.",4
178,18-22 years old,Man,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Addressing climate change with environmental monitoring systems, carbon footprint calculators, and energy efficiency applications.",1
179,18-22 years old,Man,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Use the AI’s suggestion as one of several factors in the decision,5
180,18-22 years old,Man,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Ignore the AI’s suggestion and keep the employee,4
181,18-22 years old,Man,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Use your existing knowledge and adapt as you go.,7
182,18-22 years old,Man,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Spend time upfront to learn the basics of the language.,2
183,18-22 years old,Man,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Proceed with the release as planned and fix the bug in a subsequent patch.,3
184,18-22 years old,Man,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Release a limited beta version to a select group of users for further testing while addressing the bug.,3
185,18-22 years old,Man,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Communicate with stakeholders about the issue and seek their input on how to proceed.,3
186,18-22 years old,Man,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Prioritize the bug based on its severity and impact, and if it's critical, reallocate resources to fix it immediately, even if this means pushing back the delivery date",2
187,18-22 years old,Man,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Inform your team leader or project manager about the bug immediately, and work collaboratively to assess its impact and decide on the next steps.",5
188,18-22 years old,Man,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Ignore the bug and proceed with the delivery as planned, with the intention of fixing the bug in the next update.",1
189,18-22 years old,Man,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Document the bug and send an email to the client explaining the issue, suggesting a new timeline for delivery",1
190,18-22 years old,Woman,What is you preferred development environment?,What is you preferred development environment?,Windows,6
191,18-22 years old,Woman,What is you preferred development environment?,What is you preferred development environment?,macOS,1
192,18-22 years old,Woman, How do you learn to code?, How do you learn to code?,Online Courses or Certification,3
193,18-22 years old,Woman, How do you learn to code?, How do you learn to code?,"School (i.e, University, College, etc)",1
194,18-22 years old,Woman, How do you learn to code?, How do you learn to code?,"Online Courses or Certification, School (i.e, University, College, etc), Coding Bootcamp",1
195,18-22 years old,Woman, How do you learn to code?, How do you learn to code?,"Online Courses or Certification, Books, School (i.e, University, College, etc)",2
196,18-22 years old,Woman,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Work-life balance,1
197,18-22 years old,Woman,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Time management,3
198,18-22 years old,Woman,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Keeping up with new technologies,3
199,18-22 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The specific requirements of the project,4
200,18-22 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The language's performance and scalability,1
201,18-22 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The language's community support and ecosystem,1
202,18-22 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The development team's familiarity with the language,1
203,18-22 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Schedule regular meetings for updates and coordination, but keep them concise to avoid taking too much time away from work.",3
204,18-22 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Use project management tools to assign tasks and track progress, ensuring everyone is aware of deadlines.",2
205,18-22 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Rely on informal chats and emails for quick updates, trusting team members to manage their time efficiently.",1
206,18-22 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,Implement a combination of written documentation for clarity and regular check-ins for personal engagement and immediate feedback.,1
207,18-22 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Attend workshops, conferences, and webinars to gain insights from industry leaders and peers.",1
208,18-22 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies.",2
209,18-22 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,Participate in online courses and certification programs to acquire new skills and knowledge.,1
210,18-22 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Participate in online courses and certification programs to acquire new skills and knowledge., Engage in open-source projects and coding communities to get hands-on experience with cutting-edge technologies.",1
211,18-22 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies., Participate in online courses and certification programs to acquire new skills and knowledge.",1
212,18-22 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies., Participate in online courses and certification programs to acquire new skills and knowledge., Engage in open-source projects and coding communities to get hands-on experience with cutting-edge technologies.",1
213,18-22 years old,Woman,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Allocate specific time for research and innovation,4
214,18-22 years old,Woman,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Prioritize innovation over deadlines,1
215,18-22 years old,Woman,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Adjust project scopes to include innovation,2
216,18-22 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",1
217,18-22 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Improving healthcare through technology, such as telemedicine platforms and health tracking apps.",2
218,18-22 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms.",1
219,18-22 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Improving healthcare through technology, such as telemedicine platforms and health tracking apps., Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms., Addressing climate change with environmental monitoring systems, carbon footprint calculators, and energy efficiency applications., Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",2
220,18-22 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Improving healthcare through technology, such as telemedicine platforms and health tracking apps., Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms.",1
221,18-22 years old,Woman,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Use the AI’s suggestion as one of several factors in the decision,7
222,18-22 years old,Woman,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Spend time upfront to learn the basics of the language.,1
223,18-22 years old,Woman,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Seek assistance from a colleague who knows the language.,3
224,18-22 years old,Woman,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Use your existing knowledge and adapt as you go.,3
225,18-22 years old,Woman,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Release a limited beta version to a select group of users for further testing while addressing the bug.,6
226,18-22 years old,Woman,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Proceed with the release as planned and fix the bug in a subsequent patch.,1
227,18-22 years old,Woman,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Inform your team leader or project manager about the bug immediately, and work collaboratively to assess its impact and decide on the next steps.",3
228,18-22 years old,Woman,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Prioritize the bug based on its severity and impact, and if it's critical, reallocate resources to fix it immediately, even if this means pushing back the delivery date",4
229,18-22 years old,Woman,What is you preferred development environment?,What is you preferred development environment?,Windows,1
230,18-22 years old,Woman, How do you learn to code?, How do you learn to code?,"School (i.e, University, College, etc)",1
231,18-22 years old,Woman,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Time management,1
232,18-22 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The specific requirements of the project,1
233,18-22 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,Implement a combination of written documentation for clarity and regular check-ins for personal engagement and immediate feedback.,1
234,18-22 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,Engage in open-source projects and coding communities to get hands-on experience with cutting-edge technologies.,1
235,18-22 years old,Woman,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Allocate specific time for research and innovation,1
236,18-22 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",1
237,18-22 years old,Woman,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Use the AI’s suggestion as one of several factors in the decision,1
238,18-22 years old,Woman,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Use your existing knowledge and adapt as you go.,1
239,18-22 years old,Woman,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,"Delay the release to assess and fix the bug, ensuring the product meets quality standards.",1
240,18-22 years old,Woman,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Prioritize the bug based on its severity and impact, and if it's critical, reallocate resources to fix it immediately, even if this means pushing back the delivery date",1
241,27-35 years old,Man,What is you preferred development environment?,What is you preferred development environment?,macOS,1
242,27-35 years old,Man,What is you preferred development environment?,What is you preferred development environment?,Both macOS and Linux are fine to me,1
243,27-35 years old,Man,What is you preferred development environment?,What is you preferred development environment?,Windows,1
244,27-35 years old,Man, How do you learn to code?, How do you learn to code?,"School (i.e, University, College, etc)",1
245,27-35 years old,Man, How do you learn to code?, How do you learn to code?,"Online Courses or Certification, School (i.e, University, College, etc)",1
246,27-35 years old,Man, How do you learn to code?, How do you learn to code?,Online Courses or Certification,1
247,27-35 years old,Man,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Work-life balance,1
248,27-35 years old,Man,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Understanding existing codebases,2
249,27-35 years old,Man,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The specific requirements of the project,1
250,27-35 years old,Man,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The language's community support and ecosystem,2
251,27-35 years old,Man,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Use project management tools to assign tasks and track progress, ensuring everyone is aware of deadlines.",1
252,27-35 years old,Man,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,Implement a combination of written documentation for clarity and regular check-ins for personal engagement and immediate feedback.,1
253,27-35 years old,Man,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Schedule regular meetings for updates and coordination, but keep them concise to avoid taking too much time away from work.",1
254,27-35 years old,Man,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies.",1
255,27-35 years old,Man,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies., Attend workshops, conferences, and webinars to gain insights from industry leaders and peers.",1
256,27-35 years old,Man,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Attend workshops, conferences, and webinars to gain insights from industry leaders and peers., Participate in online courses and certification programs to acquire new skills and knowledge.",1
257,27-35 years old,Man,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Adjust project scopes to include innovation,2
258,27-35 years old,Man,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Allocate specific time for research and innovation,1
259,27-35 years old,Man,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Addressing climate change with environmental monitoring systems, carbon footprint calculators, and energy efficiency applications.",1
260,27-35 years old,Man,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms., Addressing climate change with environmental monitoring systems, carbon footprint calculators, and energy efficiency applications.",1
261,27-35 years old,Man,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms., Supporting economic development through fintech solutions, e-commerce platforms, and digital marketplaces.",1
262,27-35 years old,Man,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Use the AI’s suggestion as one of several factors in the decision,2
263,27-35 years old,Man,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Ignore the AI’s suggestion and keep the employee,1
264,27-35 years old,Man,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Use your existing knowledge and adapt as you go.,2
265,27-35 years old,Man,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Spend time upfront to learn the basics of the language.,1
266,27-35 years old,Man,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Communicate with stakeholders about the issue and seek their input on how to proceed.,2
267,27-35 years old,Man,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Release a limited beta version to a select group of users for further testing while addressing the bug.,1
268,27-35 years old,Man,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Prioritize the bug based on its severity and impact, and if it's critical, reallocate resources to fix it immediately, even if this means pushing back the delivery date",1
269,27-35 years old,Man,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Inform your team leader or project manager about the bug immediately, and work collaboratively to assess its impact and decide on the next steps.",2
270,23-26 years old,Woman,What is you preferred development environment?,What is you preferred development environment?,macOS,1
271,23-26 years old,Woman, How do you learn to code?, How do you learn to code?,"Books, School (i.e, University, College, etc)",1
272,23-26 years old,Woman,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Keeping up with new technologies,1
273,23-26 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The development team's familiarity with the language,1
274,23-26 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Use project management tools to assign tasks and track progress, ensuring everyone is aware of deadlines.",1
275,23-26 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies.",1
276,23-26 years old,Woman,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Adjust project scopes to include innovation,1
277,23-26 years old,Woman,Software development contributes to societal challenges by:,Software development contributes to societal challenges by:,"Improving healthcare through technology, such as telemedicine platforms and health tracking apps., Enhancing education with e-learning platforms, interactive learning tools, and virtual classrooms.",1
278,23-26 years old,Woman,"A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?","A company uses an AI system to monitor its employees' productivity. The AI suggests firing an employee based on low productivity, but the employee is going through a tough personal time. How should the company proceed?",Use the AI’s suggestion as one of several factors in the decision,1
279,23-26 years old,Woman,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,You're assigned to a project that requires expertise in a programming language you're not familiar with. The deadline is tight. What is your strategy to tackle this situation? ,Use your existing knowledge and adapt as you go.,1
280,23-26 years old,Woman,You discover a critical bug right before a software release. What immediate action do you take?,You discover a critical bug right before a software release. What immediate action do you take?,Communicate with stakeholders about the issue and seek their input on how to proceed.,1
281,23-26 years old,Woman,"In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","In a professional setting, if your team is supposed to deliver a SaaS product within a two-day timeframe, and you discover a critical bug in the software, how would you address and handle this situation?","Inform your team leader or project manager about the bug immediately, and work collaboratively to assess its impact and decide on the next steps.",1
282,23-26 years old,Woman,What is you preferred development environment?,What is you preferred development environment?,macOS,1
283,23-26 years old,Woman,What is you preferred development environment?,What is you preferred development environment?,Windows,1
284,23-26 years old,Woman, How do you learn to code?, How do you learn to code?,"School (i.e, University, College, etc)",1
285,23-26 years old,Woman, How do you learn to code?, How do you learn to code?,"Online Courses or Certification, School (i.e, University, College, etc)",1
286,23-26 years old,Woman,What is the biggest challenge you face as a developer?,What is the biggest challenge you face as a developer?,Understanding existing codebases,2
287,23-26 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The specific requirements of the project,1
288,23-26 years old,Woman,"When choosing a programming language for a new project, you prioritize:","When choosing a programming language for a new project, you prioritize:",The development team's familiarity with the language,1
289,23-26 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,Implement a combination of written documentation for clarity and regular check-ins for personal engagement and immediate feedback.,1
290,23-26 years old,Woman,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,How do you communicate effectively with teammates to collaborate while adhering to the timelines?,"Schedule regular meetings for updates and coordination, but keep them concise to avoid taking too much time away from work.",1
291,23-26 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,"Regularly read industry blogs, websites, and journals to learn about the latest trends and technologies., Attend workshops, conferences, and webinars to gain insights from industry leaders and peers., Participate in online courses and certification programs to acquire new skills and knowledge., Engage in open-source projects and coding communities to get hands-on experience with cutting-edge technologies.",1
292,23-26 years old,Woman,How do you ensure that you stay up-to-date with industry changes as a software developer?,How do you ensure that you stay up-to-date with industry changes as a software developer?,Participate in online courses and certification programs to acquire new skills and knowledge.,1
293,23-26 years old,Woman,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Allocate specific time for research and innovation,1
294,23-26 years old,Woman,How do you balance between innovation and meeting project deadlines?,How do you balance between innovation and meeting project deadlines?,Adjust project scopes to include innovation,1
